id,nation,resid,age,income,educ,occup,gender,area,nation_o,resid_o
1065659,1,1,2,4,2,2,1,1,1,1
1065660,51,51,5,3,1,5,2,1,51,51
1065661,2,3,3,3,2,4,2,1,2,3
1065662,2,3,4,6,3,1,1,1,2,3
1065663,50,50,3,3,2,2,2,1,50,50
1065664,1,1,6,3,2,12,1,1,1,1
1065665,1,1,3,5,3,2,2,1,1,1
1065666,1,1,4,5,2,2,2,1,1,1
1065667,1,1,3,5,2,4,2,1,1,1
1065668,51,51,2,5,2,4,1,1,51,51
1065669,2,2,2,3,3,3,2,1,2,2
1065670,2,2,3,4,2,5,1,1,2,2
1065671,2,2,3,1,2,2,1,1,2,2
1065672,2,2,4,5,2,2,1,1,2,2
1065673,2,2,2,3,3,3,1,1,2,2
1065674,2,2,4,6,2,1,2,1,2,2
1065675,2,2,3,3,2,2,2,1,2,2
1065676,1,1,6,3,2,12,1,1,1,1
1065677,2,3,3,5,2,2,2,1,2,3
1065678,1,1,3,7,2,2,1,1,1,1
1065679,2,2,2,3,2,3,1,1,2,2
1065680,1,1,4,5,2,4,2,1,1,1
1065681,2,3,6,4,1,4,1,1,2,3
1065682,2,3,2,4,2,4,1,1,2,3
1065683,2,3,4,3,2,3,1,1,2,3
1065684,60,60,3,7,2,2,1,1,60,60
1065685,60,60,7,8,3,12,1,1,60,60
1065686,2,2,5,2,2,1,1,1,2,2
1065687,2,2,7,8,1,10,2,1,2,2
1065688,2,2,2,1,2,2,2,1,2,2
1065689,2,2,4,1,2,2,2,1,2,2
1065690,2,2,3,2,2,9,1,1,2,2
1065691,2,2,3,4,2,2,2,1,2,2
1065692,1,1,6,5,2,4,2,1,1,1
1065693,1,1,5,6,1,1,1,1,1,1
1065694,1,1,5,8,1,10,2,1,1,1
1065695,2,3,2,1,2,2,1,1,2,3
1065696,2,3,3,5,2,4,2,1,2,3
1065697,1,1,3,5,1,2,1,1,1,1
1065698,2,3,5,1,1,9,2,1,2,3
1065699,2,3,6,8,1,12,1,1,2,3
1065700,1,1,3,5,2,4,2,1,1,1
1065701,50,50,5,2,2,2,1,1,50,50
1065702,1,1,4,5,3,4,1,1,1,1
1065703,1,1,5,6,2,2,1,1,1,1
1065704,51,51,2,2,1,5,2,1,51,51
1065705,1,1,5,6,2,1,1,1,1,1
1065706,1,1,5,6,3,1,2,1,1,1
1065707,1,1,6,6,2,12,1,1,1,1
1065708,1,1,5,5,2,4,1,1,1,1
1065709,1,1,3,5,1,4,1,1,1,1
1065710,1,1,2,4,2,4,2,1,1,1
1065711,1,1,5,8,2,10,2,1,1,1
1065712,51,51,1,8,1,11,2,1,51,51
1065713,50,50,2,8,2,11,2,1,50,50
1065714,2,3,5,7,2,1,2,1,2,3
1065715,2,3,7,5,99,12,2,1,2,3
1065716,2,3,6,7,2,5,2,1,2,3
1065717,2,2,2,1,2,5,2,1,2,2
1065718,2,2,2,1,2,5,2,1,2,2
1065719,2,2,3,1,2,3,2,1,2,2
1065720,2,2,2,2,2,2,2,1,2,2
1065721,2,2,3,8,2,13,2,1,2,2
1065722,4,4,6,8,2,12,1,1,4,4
1065723,2,3,6,8,2,12,2,1,2,3
1065724,4,4,5,3,1,3,1,1,4,4
1065725,2,3,2,3,2,5,2,1,2,3
1065726,2,3,2,8,2,11,2,1,2,3
1065727,4,4,3,3,2,5,2,1,4,4
1065728,4,4,2,5,2,7,2,1,4,4
1065729,4,4,5,4,2,2,2,1,4,4
1065730,4,4,2,4,2,2,1,1,4,4
1065731,4,4,5,3,2,2,2,1,4,4
1065732,4,4,5,8,2,2,2,1,4,4
1065733,4,4,2,8,2,11,2,1,4,4
1065734,4,4,2,3,2,5,2,1,4,4
1065735,50,50,5,1,1,4,2,1,50,50
1065736,52,52,2,5,2,1,1,1,52,52
1065737,52,52,2,8,2,10,2,1,52,52
1065738,2,3,3,4,2,3,1,1,2,3
1065739,90,90,5,6,2,3,1,1,921,921
1065740,2,2,3,3,2,1,1,1,2,2
1065741,2,2,2,1,2,3,2,1,2,2
1065742,2,2,6,8,2,12,1,1,2,2
1065743,2,2,4,4,3,2,2,1,2,2
1065744,2,2,3,3,3,1,2,1,2,2
1065745,55,55,4,3,3,3,1,1,55,55
1065746,50,59,3,6,2,1,1,1,50,58
1065747,53,53,3,2,2,1,2,1,53,53
1065748,80,80,3,5,3,2,1,1,81,81
1065749,2,3,2,3,1,5,2,1,2,3
1065750,1,54,4,5,2,1,1,1,1,54
1065751,2,3,2,3,2,2,2,1,2,3
1065752,90,90,6,1,2,2,2,1,911,911
1065753,50,50,2,1,1,5,1,1,50,50
1065754,60,60,3,6,2,3,1,1,60,60
1065755,90,90,2,3,2,2,1,1,922,922
1065756,60,60,2,8,2,2,2,1,60,60
1065757,53,53,2,5,3,2,2,1,53,53
1065758,2,3,3,5,2,3,2,1,2,3
1065759,2,3,2,3,2,3,1,1,2,3
1065760,55,55,3,3,2,4,2,1,55,55
1065761,54,54,3,8,2,13,2,1,54,54
1065762,2,2,4,1,2,3,2,1,2,2
1065763,2,2,4,5,1,1,2,1,2,2
1065764,2,2,3,8,2,1,1,1,2,2
1065765,2,2,3,2,3,3,1,1,2,2
1065766,2,2,2,1,2,5,2,1,2,2
1065767,60,60,6,5,2,3,1,1,60,60
1065768,60,60,6,8,3,12,2,1,60,60
1065769,60,60,6,1,3,2,2,1,60,60
1065770,50,3,4,5,2,1,2,1,50,3
1065771,2,3,2,3,2,2,1,1,2,3
1065772,1,1,3,4,1,4,2,1,1,1
1065773,2,3,2,1,2,4,2,1,2,3
1065774,1,1,7,8,1,12,2,1,1,1
1065775,1,1,5,4,1,2,2,1,1,1
1065776,2,3,3,3,2,4,1,1,2,3
1065777,50,50,2,1,2,2,2,1,50,50
1065778,1,1,6,5,1,2,1,1,1,1
1065779,1,1,6,8,2,10,2,1,1,1
1065780,1,1,2,8,1,10,2,1,1,1
1065781,1,1,4,6,2,4,1,1,1,1
1065782,2,2,5,2,2,3,1,1,2,2
1065783,2,2,3,2,2,5,2,1,2,2
1065784,2,2,5,8,2,10,2,1,2,2
1065785,2,2,7,8,2,12,2,1,2,2
1065786,2,2,7,8,1,12,1,1,2,2
1065787,2,2,7,8,1,6,1,1,2,2
1065788,51,51,7,8,1,12,2,1,51,51
1065789,2,2,2,3,3,2,2,1,2,2
1065790,52,52,6,8,1,12,1,1,52,52
1065791,52,52,5,2,1,4,2,1,52,52
1065792,55,55,3,1,2,5,2,1,55,55
1065793,50,50,2,1,1,4,2,1,50,50
1065794,60,60,3,7,2,2,1,1,60,60
1065795,52,52,3,5,2,4,1,1,52,52
1065796,60,60,3,5,2,5,1,1,60,60
1065797,2,3,2,1,2,2,2,1,2,3
1065798,90,90,5,4,2,1,2,1,924,924
1065799,90,90,4,5,1,7,1,1,921,921
1065800,2,2,7,8,2,12,2,1,2,2
1065801,2,2,2,1,2,4,2,1,2,2
1065802,2,2,5,3,2,4,1,1,2,2
1065803,2,3,6,7,3,1,1,1,2,3
1065804,60,60,7,8,2,12,2,1,60,60
1065805,50,50,3,1,1,7,2,1,50,50
1065806,2,3,2,5,2,3,2,1,2,3
1065807,90,90,3,6,2,2,1,1,921,921
1065808,2,3,4,3,2,2,2,1,2,3
1065809,2,2,5,2,1,3,1,1,2,2
1065810,2,2,7,8,2,12,2,1,2,2
1065811,60,60,6,7,2,1,2,1,60,60
1065812,60,60,6,4,3,2,2,1,60,60
1065813,60,60,4,7,2,2,1,1,60,60
1065814,55,55,3,1,1,1,2,1,55,55
1065815,55,55,2,1,3,4,2,1,55,55
1065816,53,53,3,2,3,2,1,1,53,53
1065817,2,3,2,8,2,11,1,1,2,3
1065818,53,53,2,5,2,2,2,1,53,53
1065819,70,70,5,7,2,1,1,1,73,73
1065820,59,59,5,8,1,1,1,1,58,58
1065821,60,60,5,4,2,2,1,1,60,60
1065822,2,2,4,3,2,2,2,1,2,2
1065823,2,3,2,3,2,6,2,1,2,3
1065824,53,53,3,2,2,2,2,1,53,53
1065825,53,53,3,3,2,2,1,1,53,53
1065826,2,3,3,4,2,2,2,1,2,3
1065827,2,2,4,4,2,2,2,1,2,2
1065828,2,2,5,4,2,2,2,1,2,2
1065829,55,55,3,2,2,5,2,1,55,55
1065830,70,70,5,4,2,3,1,1,72,72
1065831,60,60,3,6,2,2,1,1,60,60
1065832,50,50,5,2,1,1,2,1,50,50
1065833,70,70,1,8,2,11,1,1,73,73
1065834,2,2,4,3,2,1,2,1,2,2
1065835,2,2,7,8,2,12,1,1,2,2
1065836,2,2,6,8,1,12,2,1,2,2
1065837,50,50,1,8,2,11,2,1,50,50
1065838,80,80,3,5,2,2,1,1,81,81
1065839,2,2,3,2,2,1,2,1,2,2
1065840,2,2,6,8,1,12,1,1,2,2
1065841,2,3,2,3,1,3,2,1,2,3
1065842,59,59,4,8,2,1,2,1,56,56
1065843,55,55,3,2,2,5,2,1,55,55
1065844,80,80,2,5,2,2,1,1,81,81
1065845,55,55,6,3,2,2,1,1,55,55
1065846,60,60,2,6,3,2,1,1,60,60
1065847,2,3,4,2,2,1,2,1,2,3
1065848,2,2,2,2,2,5,2,1,2,2
1065849,52,52,2,8,1,2,1,1,52,52
1065850,2,2,6,8,1,12,2,1,2,2
1065851,50,50,2,8,2,11,2,1,50,50
1065852,1,1,5,8,1,10,2,1,1,1
1065853,1,1,4,5,1,5,1,1,1,1
1065854,1,1,5,4,1,4,2,1,1,1
1065855,1,1,3,5,1,2,1,1,1,1
1065856,1,1,7,3,2,12,1,1,1,1
1065857,1,1,3,5,1,1,2,1,1,1
1065858,1,1,5,8,2,10,2,1,1,1
1065859,51,51,2,4,2,4,1,1,51,51
1065860,2,3,3,8,2,10,2,1,2,3
1065861,2,3,5,4,1,4,1,1,2,3
1065862,2,3,3,4,2,1,1,1,2,3
1065863,2,2,4,3,2,3,2,1,2,2
1065864,2,2,3,4,2,2,1,1,2,2
1065865,2,3,5,8,1,10,2,1,2,3
1065866,50,50,3,8,2,1,2,1,50,50
1065867,52,52,3,2,2,2,2,1,52,52
1065868,52,52,3,2,2,3,1,1,52,52
1065869,53,53,3,4,3,2,1,1,53,53
1065870,2,3,3,3,2,5,2,1,2,3
1065871,90,90,4,5,2,2,1,1,921,921
1065872,60,60,7,8,3,12,1,1,60,60
1065873,2,2,3,1,2,4,1,1,2,2
1065874,2,2,3,2,2,4,2,1,2,2
1065875,2,3,5,6,1,4,2,1,2,3
1065876,60,60,6,7,3,1,1,1,60,60
1065877,60,60,2,8,3,5,2,1,60,60
1065878,2,2,3,3,3,2,1,1,2,2
1065879,2,2,2,8,2,2,2,1,2,2
1065880,2,2,4,8,2,1,1,1,2,2
1065881,55,55,3,3,2,2,2,1,55,55
1065882,54,54,3,3,1,2,2,1,54,54
1065883,54,54,4,7,3,1,1,1,54,54
1065884,90,3,3,6,2,2,2,1,921,3
1065885,1,1,6,8,1,12,1,1,1,1
1065886,1,1,3,1,2,4,2,1,1,1
1065887,55,55,5,8,1,10,2,1,55,55
1065888,55,55,5,8,1,5,1,1,55,55
1065889,55,55,7,7,1,10,2,1,55,55
1065890,2,2,4,8,1,5,2,1,2,2
1065891,2,3,3,3,2,4,2,1,2,3
1065892,2,3,5,3,2,1,2,1,2,3
1065893,52,52,1,8,2,11,1,1,52,52
1065894,50,50,3,2,2,4,2,1,50,50
1065895,52,52,5,1,2,2,1,1,52,52
1065896,51,51,2,3,2,2,1,1,51,51
1065897,70,3,4,3,1,4,2,1,79,3
1065898,54,54,4,3,2,2,2,1,54,54
1065899,2,3,6,8,1,12,1,1,2,3
1065900,70,54,3,3,2,2,2,1,76,54
1065901,54,54,3,2,3,2,1,1,54,54
1065902,2,3,2,2,2,5,2,1,2,3
1065903,80,80,5,3,1,5,2,1,81,81
1065904,54,54,3,2,2,2,2,1,54,54
1065905,54,54,3,1,3,3,2,1,54,54
1065906,2,2,3,3,1,4,2,1,2,2
1065907,50,50,4,1,2,1,2,1,50,50
1065908,2,3,2,8,2,13,1,1,2,3
1065909,60,60,3,5,2,3,1,1,60,60
1065910,80,80,2,5,1,2,2,1,81,81
1065911,60,60,2,8,3,11,2,1,60,60
1065912,2,2,4,2,1,4,2,1,2,2
1065913,59,59,3,4,2,2,1,1,56,56
1065914,2,2,3,2,2,4,1,1,2,2
1065915,2,3,2,3,2,2,2,1,2,3
1065916,2,3,3,4,2,5,1,1,2,3
1065917,70,70,3,5,2,3,1,1,79,79
1065918,70,70,2,8,2,11,2,1,73,73
1065919,2,2,5,2,2,2,2,1,2,2
1065920,2,2,3,3,2,2,2,1,2,2
1065921,60,60,2,5,2,2,2,1,60,60
1065922,55,55,2,1,2,2,2,1,55,55
1065923,55,55,3,2,2,2,2,1,55,55
1065924,60,60,6,7,2,1,1,1,60,60
1065925,50,50,2,2,2,2,2,1,50,50
1065926,2,2,4,4,2,2,2,1,2,2
1065927,54,54,3,4,3,1,1,1,54,54
1065928,50,50,2,1,1,5,1,1,50,50
1065929,54,54,2,4,2,1,2,1,54,54
1065930,54,54,4,7,1,1,1,1,54,54
1065931,52,52,3,1,99,2,1,1,52,52
1065932,2,2,3,8,2,10,2,1,2,2
1065933,2,3,2,1,2,2,1,1,2,3
1065934,55,55,6,8,2,12,1,1,55,55
1065935,80,80,2,8,2,11,1,1,81,81
1065936,2,3,6,8,2,12,1,1,2,3
1065937,90,90,6,8,2,12,2,1,921,921
1065938,2,2,4,2,2,4,1,1,2,2
1065939,2,2,3,8,2,10,2,1,2,2
1065940,60,60,3,5,2,13,1,1,60,60
1065941,60,60,5,8,1,12,1,1,60,60
1065942,55,55,2,8,2,11,1,1,55,55
1065943,55,55,3,8,2,2,2,1,55,55
1065944,70,70,2,8,2,2,2,1,73,73
1065945,2,2,2,8,2,11,2,1,2,2
1065946,60,60,5,6,2,2,1,1,60,60
1065947,2,2,6,8,1,12,1,1,2,2
1065948,2,2,6,8,1,12,2,1,2,2
1065949,55,55,2,8,2,11,1,1,55,55
1065950,70,70,3,8,2,2,1,1,72,72
1065951,50,50,2,8,2,2,2,1,50,50
1065952,60,60,4,6,2,2,2,1,60,60
1065953,2,3,5,8,2,2,2,1,2,3
1065954,2,3,5,4,2,2,2,1,2,3
1065955,4,4,2,3,2,4,2,2,4,4
1065956,4,4,4,4,2,1,1,2,4,4
1065957,1,1,2,2,1,2,1,2,1,1
1065958,1,1,4,8,1,10,2,2,1,1
1065959,54,54,4,8,1,5,2,2,54,54
1065960,54,54,5,3,3,2,1,2,54,54
1065961,2,3,4,3,1,4,2,2,2,3
1065962,2,2,5,1,2,2,2,2,2,2
1065963,2,2,3,2,3,3,2,2,2,2
1065964,2,3,6,8,1,12,2,2,2,3
1065965,2,3,2,1,3,2,1,2,2,3
1065966,2,3,2,2,1,5,1,2,2,3
1065967,2,3,5,8,2,12,1,2,2,3
1065968,50,50,4,2,1,1,1,2,50,50
1065969,52,52,3,2,2,2,2,2,52,52
1065970,2,2,3,1,1,4,2,2,2,2
1065971,54,54,2,2,2,10,2,2,54,54
1065972,50,50,7,8,1,10,2,2,50,50
1065973,2,2,3,8,1,10,2,2,2,2
1065974,1,1,2,2,2,4,1,2,1,1
1065975,4,4,3,8,2,10,2,2,4,4
1065976,2,2,3,1,1,5,1,2,2,2
1065977,2,2,4,1,3,2,1,2,2,2
1065978,2,3,5,2,2,1,1,2,2,3
1065979,1,1,5,7,99,1,1,3,1,1
1065980,1,1,3,7,3,1,1,3,1,1
1065981,1,1,3,5,2,2,1,3,1,1
1065982,1,1,2,4,2,4,2,3,1,1
1065983,1,1,5,6,2,5,1,3,1,1
1065984,1,1,2,4,2,4,2,3,1,1
1065985,1,1,5,5,1,12,2,3,1,1
1065986,1,1,3,5,2,5,1,3,1,1
1065987,2,2,2,1,2,2,2,3,2,2
1065988,2,2,4,3,2,1,1,3,2,2
1065989,2,2,4,4,3,1,1,3,2,2
1065990,2,2,5,99,2,4,2,3,2,2
1065991,2,2,7,1,1,12,2,3,2,2
1065992,2,2,3,2,2,2,1,3,2,2
1065993,2,2,3,2,2,4,2,3,2,2
1065994,1,1,5,6,1,1,2,3,1,1
1065995,1,1,3,6,3,5,1,3,1,1
1065996,1,1,4,5,2,4,1,3,1,1
1065997,1,1,5,7,2,1,1,3,1,1
1065998,1,1,2,8,2,11,2,3,1,1
1065999,1,1,2,4,2,4,1,3,1,1
1066000,1,1,5,4,1,10,2,3,1,1
1066001,1,1,3,5,2,4,2,3,1,1
1066002,2,2,3,3,3,2,1,3,2,2
1066003,2,2,5,1,1,12,2,3,2,2
1066004,2,2,3,2,2,2,2,3,2,2
1066005,2,2,3,8,2,5,2,3,2,2
1066006,2,2,3,2,2,5,2,3,2,2
1066007,2,2,6,1,2,12,2,3,2,2
1066008,2,2,4,4,2,3,1,3,2,2
1066009,4,4,4,4,2,4,2,3,4,4
1066010,4,4,2,8,3,11,2,3,4,4
1066011,4,4,1,8,1,11,2,3,4,4
1066012,4,4,2,3,2,2,2,3,4,4
1066013,4,4,3,8,2,10,2,3,4,4
1066014,4,4,2,8,2,2,2,3,4,4
1066015,4,4,4,4,3,4,2,3,4,4
1066016,4,4,3,4,2,4,2,3,4,4
1066017,4,4,3,4,2,4,2,3,4,4
1066018,4,4,2,3,2,4,2,3,4,4
1066019,2,2,2,2,3,2,1,3,2,2
1066020,2,2,2,1,2,4,2,3,2,2
1066021,2,2,5,8,1,10,2,3,2,2
1066022,2,2,2,3,2,5,2,3,2,2
1066023,2,2,2,8,2,10,2,3,2,2
1066024,4,4,2,3,1,99,1,3,4,4
1066025,4,4,1,8,1,11,2,3,4,4
1066026,4,4,2,4,2,2,1,3,4,4
1066027,4,4,3,4,2,8,1,3,4,4
1066028,4,4,3,4,2,4,2,3,4,4
1066029,4,4,2,4,2,4,2,3,4,4
1066030,4,4,5,3,1,99,2,3,4,4
1066031,4,4,2,8,2,11,2,3,4,4
1066032,4,4,3,3,2,2,1,3,4,4
1066033,4,4,5,3,2,1,1,3,4,4
1066034,2,2,3,2,2,3,1,3,2,2
1066035,2,2,3,8,2,10,2,3,2,2
1066036,2,2,3,3,3,2,1,3,2,2
1066037,2,2,1,8,1,11,2,3,2,2
1066038,2,2,4,3,2,1,2,3,2,2
1066039,2,2,4,4,2,3,2,4,2,2
1066040,2,2,4,4,2,2,2,4,2,2
1066041,55,55,6,8,1,10,2,4,55,55
1066042,2,2,3,3,3,1,2,4,2,2
1066043,2,2,5,3,1,1,1,4,2,2
1066044,70,3,3,5,2,1,1,4,71,3
1066045,2,2,2,1,2,4,2,4,2,2
1066046,2,2,2,1,2,2,1,4,2,2
1066047,52,52,2,8,2,11,2,1,52,52
1066048,2,2,5,8,1,12,2,1,2,2
1066049,2,3,3,4,2,2,2,1,2,3
1066050,2,2,2,8,2,2,2,1,2,2
1066051,2,2,3,8,2,2,1,1,2,2
1066052,70,70,3,8,2,2,1,1,72,72
1066053,2,2,3,8,2,2,2,1,2,2
1066054,2,3,4,3,2,2,2,1,2,3
1066055,50,50,5,8,2,2,2,1,50,50
1066056,2,3,2,8,2,2,2,1,2,3
1066057,80,80,4,8,2,2,1,1,81,81
1066058,60,60,3,8,2,2,2,1,60,60
1066059,60,60,5,7,2,2,1,1,60,60
1066060,55,55,6,8,2,12,2,1,55,55
1066061,2,2,5,8,1,2,2,1,2,2
1066062,2,3,2,1,2,5,2,1,2,3
1066063,2,2,6,8,1,12,1,1,2,2
1066064,2,2,6,8,1,10,2,1,2,2
1066065,51,51,4,2,2,4,2,1,51,51
1066066,2,2,5,8,1,12,2,1,2,2
1066067,2,2,6,8,1,12,2,1,2,2
1066068,2,2,6,8,1,12,2,1,2,2
1066069,2,2,4,8,1,5,2,1,2,2
1066070,52,52,6,8,1,10,2,1,52,52
1066071,52,52,6,8,1,10,2,1,52,52
1066072,55,55,4,7,3,2,1,1,55,55
1066073,50,50,4,4,2,1,1,1,50,50
1066074,90,90,6,3,2,2,2,1,921,921
1066075,90,90,4,3,3,1,1,1,905,905
1066076,60,60,6,8,2,12,1,1,60,60
1066077,2,3,4,3,1,2,1,1,2,3
1066078,90,90,2,2,3,5,1,1,901,901
1066079,2,2,4,2,2,2,1,1,2,2
1066080,2,2,4,1,2,4,2,1,2,2
1066081,2,3,7,8,2,12,2,1,2,3
1066082,2,2,5,5,2,1,2,1,2,2
1066083,2,2,6,2,2,2,1,1,2,2
1066084,2,2,5,8,2,12,2,1,2,2
1066085,2,3,3,5,2,2,1,1,2,3
1066086,1,1,7,8,1,10,2,1,1,1
1066087,1,1,7,8,1,12,1,1,1,1
1066088,1,1,7,8,1,12,1,1,1,1
1066089,1,1,6,8,1,1,1,1,1,1
1066090,1,1,6,3,2,12,1,1,1,1
1066091,1,1,5,8,2,10,2,1,1,1
1066092,1,1,4,7,2,1,1,1,1,1
1066093,1,1,2,5,1,1,1,1,1,1
1066094,1,1,7,3,1,12,1,1,1,1
1066095,1,1,5,6,1,1,1,1,1,1
1066096,1,1,6,3,1,12,1,1,1,1
1066097,1,1,4,5,2,4,2,1,1,1
1066098,1,1,6,8,3,10,2,1,1,1
1066099,60,60,5,7,3,2,1,1,60,60
1066100,90,90,3,4,3,2,1,1,901,901
1066101,50,50,4,3,3,2,2,1,50,50
1066102,60,60,4,6,2,2,1,1,60,60
1066103,90,90,5,7,2,2,1,1,901,901
1066104,2,2,7,8,1,12,1,1,2,2
1066105,2,2,3,3,2,2,2,1,2,2
1066106,55,55,3,2,2,5,2,1,55,55
1066107,2,2,5,3,2,2,1,1,2,2
1066108,2,2,6,3,2,2,1,1,2,2
1066109,2,3,3,4,2,2,2,1,2,3
1066110,2,2,6,4,2,2,2,1,2,2
1066111,90,90,4,7,2,1,1,1,933,933
1066112,2,3,3,4,2,2,2,1,2,3
1066113,2,3,2,8,2,11,2,1,2,3
1066114,60,60,3,5,2,2,2,1,60,60
1066115,2,2,7,8,1,12,2,1,2,2
1066116,52,52,2,2,2,1,1,1,52,52
1066117,53,53,1,8,2,11,1,1,53,53
1066118,54,54,4,8,1,10,2,1,54,54
1066119,53,53,3,2,2,2,1,1,53,53
1066120,51,51,2,2,2,2,1,1,51,51
1066121,52,52,3,2,2,1,1,1,52,52
1066122,55,55,3,1,2,3,1,1,55,55
1066123,55,55,7,8,1,10,2,1,55,55
1066124,2,2,6,8,1,12,2,1,2,2
1066125,1,1,6,8,1,10,2,1,1,1
1066126,1,1,7,8,2,12,1,1,1,1
1066127,1,1,4,2,2,4,1,1,1,1
1066128,2,3,4,2,2,1,1,1,2,3
1066129,2,3,3,2,2,2,2,1,2,3
1066130,2,3,7,8,1,12,1,1,2,3
1066131,55,55,4,1,1,1,2,1,55,55
1066132,2,3,5,8,1,10,2,1,2,3
1066133,54,54,7,8,1,1,2,1,54,54
1066134,2,2,5,8,1,10,2,1,2,2
1066135,54,54,2,8,2,5,2,1,54,54
1066136,1,1,3,2,2,3,1,1,1,1
1066137,52,52,3,2,2,2,2,1,52,52
1066138,52,52,4,2,2,1,1,1,52,52
1066139,52,52,2,8,2,10,1,1,52,52
1066140,52,52,6,8,1,10,2,1,52,52
1066141,52,52,6,8,1,13,1,1,52,52
1066142,52,52,7,8,1,13,1,1,52,52
1066143,1,1,5,5,2,4,1,1,1,1
1066144,1,1,6,8,2,10,2,1,1,1
1066145,1,1,2,5,3,4,1,1,1,1
1066146,1,1,5,4,2,4,2,1,1,1
1066147,1,1,4,4,2,4,1,1,1,1
1066148,1,1,3,5,2,2,1,1,1,1
1066149,1,1,2,4,1,4,2,1,1,1
1066150,51,51,4,5,2,2,1,1,51,51
1066151,1,1,2,4,3,4,1,1,1,1
1066152,1,1,5,6,2,2,2,1,1,1
1066153,1,1,6,5,1,4,1,1,1,1
1066154,2,2,5,1,2,12,2,1,2,2
1066155,2,2,5,1,1,12,2,1,2,2
1066156,2,3,4,5,1,1,1,1,2,3
1066157,2,3,5,4,1,2,1,1,2,3
1066158,1,1,5,5,1,4,1,1,1,1
1066159,1,1,6,7,2,2,1,1,1,1
1066160,1,1,5,5,2,2,2,1,1,1
1066161,1,1,4,6,1,4,1,1,1,1
1066162,1,1,2,8,2,11,1,1,1,1
1066163,1,1,2,4,3,4,2,1,1,1
1066164,2,3,2,5,2,2,2,1,2,3
1066165,2,2,4,1,2,5,2,1,2,2
1066166,2,2,5,2,2,4,2,1,2,2
1066167,2,3,2,3,2,2,1,1,2,3
1066168,1,1,5,5,1,4,1,1,1,1
1066169,1,1,2,5,2,4,2,1,1,1
1066170,1,1,5,7,2,1,1,1,1,1
1066171,1,1,2,5,2,4,2,1,1,1
1066172,51,51,4,5,1,4,1,1,51,51
1066173,2,2,7,8,1,12,2,1,2,2
1066174,2,2,4,2,2,2,2,1,2,2
1066175,2,3,6,2,1,5,1,1,2,3
1066176,2,3,5,1,1,2,2,1,2,3
1066177,51,51,3,8,2,1,2,1,51,51
1066178,1,1,3,4,2,5,2,1,1,1
1066179,1,1,4,4,2,4,2,1,1,1
1066180,1,1,5,6,2,1,1,1,1,1
1066181,1,1,6,4,1,12,2,1,1,1
1066182,1,1,4,6,3,1,1,1,1,1
1066183,1,1,2,5,3,2,2,1,1,1
1066184,1,1,4,8,2,10,2,1,1,1
1066185,1,1,4,5,1,4,1,1,1,1
1066186,1,1,2,4,2,4,2,1,1,1
1066187,1,1,5,5,2,4,1,1,1,1
1066188,52,52,3,8,2,1,1,1,52,52
1066189,90,90,3,1,2,3,1,1,901,901
1066190,90,90,7,2,2,2,1,1,901,901
1066191,52,52,2,8,2,11,2,1,52,52
1066192,52,52,3,3,2,1,2,1,52,52
1066193,52,52,3,2,2,2,1,1,52,52
1066194,54,54,2,1,2,5,2,1,54,54
1066195,54,54,2,1,2,2,2,1,54,54
1066196,54,54,4,1,1,1,2,1,54,54
1066197,54,54,2,3,2,2,2,1,54,54
1066198,54,54,3,5,2,1,2,1,54,54
1066199,2,2,7,8,1,99,2,1,2,2
1066200,2,3,7,8,1,10,2,1,2,3
1066201,2,2,4,8,1,10,1,1,2,2
1066202,1,1,5,8,2,10,2,1,1,1
1066203,53,53,3,8,2,10,2,1,53,53
1066204,2,2,6,8,1,10,2,1,2,2
1066205,2,2,7,8,1,12,1,1,2,2
1066206,1,1,4,2,2,4,2,1,1,1
1066207,59,59,5,8,1,10,2,1,56,56
1066208,2,2,3,8,1,5,1,1,2,2
1066209,54,54,7,8,1,10,2,1,54,54
1066210,2,2,3,2,1,1,1,1,2,2
1066211,50,50,3,1,3,1,1,1,50,50
1066212,2,3,2,8,2,2,2,1,2,3
1066213,60,60,3,5,2,1,2,1,60,60
1066214,2,3,3,8,2,10,2,1,2,3
1066215,52,52,2,7,2,2,1,1,52,52
1066216,52,52,4,8,2,1,1,1,52,52
1066217,55,55,2,3,2,1,1,1,55,55
1066218,60,60,7,8,2,12,1,1,60,60
1066219,2,3,2,5,1,5,2,1,2,3
1066220,2,2,5,1,2,1,1,1,2,2
1066221,2,2,6,8,1,12,2,1,2,2
1066222,2,2,5,8,1,12,2,1,2,2
1066223,2,2,5,8,1,12,2,1,2,2
1066224,1,1,4,5,1,4,2,1,1,1
1066225,1,1,3,5,3,2,2,1,1,1
1066226,1,1,3,5,2,4,2,1,1,1
1066227,1,1,4,8,2,10,2,1,1,1
1066228,1,1,6,2,2,12,1,1,1,1
1066229,1,1,5,8,1,10,2,1,1,1
1066230,1,1,2,4,1,1,1,1,1,1
1066231,1,1,2,4,2,4,2,1,1,1
1066232,1,1,3,5,3,4,1,1,1,1
1066233,60,60,7,6,2,12,1,1,60,60
1066234,60,60,3,5,2,2,1,1,60,60
1066235,50,50,5,4,2,2,1,1,50,50
1066236,50,50,2,8,2,11,2,1,50,50
1066237,50,50,3,2,2,1,2,1,50,50
1066238,50,50,5,8,2,2,1,1,50,50
1066239,50,50,5,8,1,10,2,1,50,50
